brand,name,ym,km,trans,price
3, 3쿠페 200,2010,145385,1,550
6, 뉴SM5플래티넘 LE,2013,107690,1,590
3, 포터2 카고(CRDI),2011,368929,1,520
6, QM5 가솔린 2WD LE,2009,222809,1,320
2, 카니발R 그랜드 GX,2011,195987,1,450
3, 소나타더브릴리언트 CVVL 스타일,2013,199000,1,419
3, 3 BH330 LUXYRY,2008,210933,1,480
6, 올뉴SM7 2.5 LE,2012,126125,1,570
3, 뉴 i30 1.6 VGT,2012,119984,1,590
3, 베라쿠르즈 2WD 300VXL,2006,280791,1,430
3, 포터2 카고(CRDI),2009,221558,1,420
2, 카니발R 그랜드 GLX,2012,207546,1,450
3, 그랜저HG HG240 LUXURY,2011,250523,1,549
2, 레이 럭셔리,2012,193204,1,550
3, 베라쿠르즈 2WD 300X,2008,204734,1,545
6, SM7뉴아트 3.5 RE,2008,138934,1,440
2, K7 VG270 LPI,2010,205972,1,480
7, 마티즈크리에이티브 GROOVE,2010,77307,1,350
4, 스파크 LPGI L,2011,84880,1,420
2, 레이 럭셔리,2013,190050,1,450
3, 싼타페CM 2WD(2.2VGT) 스타일팩,2007,138168,1,449
4, 아베오 L,2012,142912,1,310
2, 뉴오피러스 GH270,2009,163859,1,420
4, 아베오 LS,2013,100952,1,399
6, SM5 520 V,2004,99861,1,320
4, 크루즈 2.0LT,2012,183223,1,350
7, 알페온 EL240,2010,251991,1,390
4, 스파크 LS,2012,143461,1,350
3, 아반떼MD M16GDI PREMIER,2012,174740,1,520
6, 뉴SM3(신형) LE,2011,94500,1,449
3, 에쿠스(신형) VS380 럭셔리,2011,317869,1,560
4, 크루즈 1.8LTZ,2011,127988,1,550
5, 액티언스포츠 4WD AX7,2010,221035,1,370
6, 뉴SM5플래티넘 LPLI SE PLUS,2012,189846,1,430
7, 뉴라보 STD,2011,133643,0,440
2, 더프레스티지K7 3.0 GDI 노블레스,2011,195964,1,599
6, SM7뉴아트 2.3 SE,2008,87620,1,450
4, 스파크 L,2012,130187,1,330
3, YF소나타 PREMIER,2011,135117,1,540
7, 라세티프리미어 SX,2009,23056,1,390
2, 그랜드카니발 GX,2009,127792,1,410
7, 마티즈크리에이티브 JAZZ,2010,69675,1,309
6, 뉴SM3 1.6 LE,2009,146662,1,360
3, 포터2 더블캡,2004,155000,0,450
4, 캡티바 2.2 2WD LT,2011,263653,1,540
7, 윈스톰 5인 4WD,2007,156168,1,330
4, 더 넥스트 스파크 1.0 가솔린 승용밴,2016,70000,1,439
4, 스파크 LPGi LS+,2014,124491,1,490
6, QM5 2WD RE,2011,224991,1,380
7, 뉴 다마스 2인승 판넬밴,2013,39303,0,480
6, SM3 네오 SE 플러스,2014,75151,1,599
7, 라세티프리미어 ID CDX,2011,126445,1,350
2, K5 하이브리드 디럭스,2013,178116,1,599
3, YF소나타 PREMIER,2011,43274,1,580
4, 올란도 LS,2012,215362,1,420
3, 에쿠스 JS330,2007,142074,1,350
3, 싼타페CM 2WD(2.0VGT) CLX,2008,135975,1,550
3, i40 1.7 VGT MODERN,2012,227972,1,590
3, 아반떼MD M16GDI DELUXE,2011,117554,1,560
2, 포르테하이브리드 LPI HEV,2011,177778,1,419
2, 올뉴모닝 디럭스,2014,55000,1,530
3, 포터2 내장탑,2009,136219,0,530
3, i30CW 1.6 VVT,2009,203612,1,310
4, 스파크 시티팝 에디션,2015,99478,1,499
3, 더 뉴 아반떼 1.6 LPI 스마트,2014,219327,1,420
3, 아반떼신형(HD) 1.6 S16,2010,137145,1,530
5, 액티언스포츠 4WD AX7,2008,199624,1,450
3, 그랜저TG뉴럭셔리 Q270,2009,97140,1,449
2, 봉고3트럭 1톤,2011,322846,0,440
4, 더 넥스트 스파크 1.0 가솔린 LT,2016,64273,1,590
3, 엑센트신형 위트 1.6VGT 프리미어,2012,187968,1,490
6, 뉴SM5(신형) PE,2010,107902,1,375
4, 말리부 LT,2012,135931,1,570
2, 봉고3트럭 더블캡,2010,299670,0,390
2, 포르테GDI 럭셔리,2011,74313,1,599
4, 크루즈5 1.8 LTZ+,2012,132000,1,590
3, 그랜저TG뉴럭셔리 Q270,2009,116381,1,450
2, 올뉴모닝 디럭스,2014,118743,1,499
6, SM7뉴아트 2.3 SE,2011,187367,1,320
2, 봉고3트럭 더블캡,2009,225380,0,470
2, 올뉴모닝 럭셔리,2012,108654,1,510
2, 뉴모닝 LX,2009,52981,1,320
2, 로체이노베이션 LX20 LPI,2010,121324,1,370
2, K5 2.0 LPI,2012,223331,1,569
4, 아베오 LS,2014,74297,1,430
2, 올뉴모닝 디럭스,2011,75775,1,440
2, 봉고3트럭 1톤,2008,274868,1,470
2, 포르테쿱GDI 1.6 프레스티지,2011,70000,1,530
2, 포르테GDI 럭셔리,2010,94141,1,460
3, YF소나타 TOP,2010,160000,1,490
3, 엑센트신형 1.6VGT 프리미어,2011,59458,1,570
3, 그랜저TG L330,2006,102206,1,320
3, 엑센트신형 1.4VVT 프리미어,2011,106299,1,500
3, 3 BH330 GRAND,2008,217727,1,370
5, 체어맨W V8 5000 LIMOUSINE,2008,271682,1,439
4, 올란도 LTZ,2013,235868,1,570
3, 더럭셔리그랜저 2.7 LPI,2010,164680,1,535
7, 라세티프리미어 디젤 CDX,2009,119323,1,330
6, QM5 4WD RE,2009,227000,1,350
4, 크루즈 1.8LT,2011,104858,1,499
4, 스파크 LT,2014,100553,1,399
3, 아반떼MD M16GDI DELUXE,2011,50688,1,549
4, 크루즈 1.8LTZ,2011,183018,1,320
2, 뉴스포티지 2WD TLX,2009,144163,1,350
7, 알페온 EL240,2010,184444,1,499
4, 크루즈 2.0LTZ,2012,130890,1,400
3, 포터2 더블캡(CRDI),2008,212948,0,390
3, 엑센트신형 1.6VGT 프리미어,2012,186313,1,440
3, 아반떼MD 1.6GDI 스마트,2013,196504,1,429
3, 그랜저TG Q270 LUXURY,2008,126858,1,370
4, 스파크 L,2011,146031,1,360
3, 포터2 냉장탑,2012,268406,0,490
2, 레이 디럭스,2017,164215,1,539
2, 뉴카렌스 LPI 비지니스,2007,178618,1,330
2, 그랜드카니발 LPI,2008,230660,1,400
3, 3 BH330 LUXYRY,2008,157670,1,560
3, 그랜저TG뉴럭셔리 Q270,2008,105071,1,450
4, 크루즈 1.8LT,2011,134494,1,350
2, 뉴오피러스 GH270,2009,172795,1,345
3, 3 BH380 LUXURY,2009,170354,1,550
3, 그랜저TG뉴럭셔리 Q270,2007,86478,1,470
3, YF소나타 월드컵스페셜에디션,2010,180000,1,450
2, 올뉴모닝 디럭스,2011,125829,1,429
3, 아반떼MD 1.6GDI 스마트,2013,196000,1,429
3, 포터2 카고(CRDI),2009,142249,0,579
4, 더 넥스트 스파크 ECO LS,2016,85000,1,529
5, 코란도C CHIC 4WD,2014,168238,1,490
6, 뉴SM5(신형) LE,2011,246235,1,320
6, 뉴SM5플래티넘 1.6 TCE,2013,209371,1,400
6, 뉴SM5(신형) LE,2010,184629,1,380
2, 쏘울 1.6 2U,2010,120000,1,570
4, 어메이징 뉴 크루즈 1.8 LS,2015,88737,1,590
5, 뉴카이런 2.0 LV6,2009,80474,1,460
3, LF 소나타 2.0 스타일,2014,213544,1,590
2, 그랜드카니발 GLX,2009,133284,1,490
2, 뉴오피러스 GH270,2009,83411,1,420
3, NF소나타트랜스폼 N20 LPG,2008,136532,1,360
3, 뉴투스카니 2.0 GL,2007,93161,1,399
4, 크루즈 2.0LT,2011,91017,0,440
3, 베라쿠르즈 2WD 300X,2009,270212,1,590
3, YF소나타 TOP,2010,177447,1,550
4, 더뉴아베오 1.4 터보 LT,2016,71370,1,599
2, 뉴오피러스 GH270,2008,111213,1,450
2, 올뉴모닝 디럭스,2012,36975,1,495
7, 뉴 다마스 5인승 코치,2016,92369,0,490
7, 뉴라보 STD,2013,132954,0,380
2, 레이 밴,2014,132266,1,599
2, 카니발R 그랜드 GLX,2013,116448,1,580
2, 더뉴모닝 디럭스,2015,80000,1,519
4, 스파크 LS,2011,77343,1,330
3, 3 BH330 LUXYRY,2010,201236,1,580
6, SM7뉴아트 2.3 PRESTIGE,2010,119807,1,440
5, 액티언스포츠 4WD AX7,2012,166731,1,490
2, 카니발R 그랜드 GLX,2011,212887,1,530
7, 뉴 다마스 2인승 판넬밴,2015,79953,0,400
2, 레토나 기본,1999,252770,0,330
4, 올란도 LT,2013,160033,1,450
6, 올뉴SM7 2.5 LE,2011,183737,1,550
7, 윈스톰 7인 2WD,2008,114090,1,460
2, 오피러스프리미엄 GH330,2011,239841,1,355
6, 뉴SM3(신형) XE,2014,91680,1,599
3, 포터2 더블캡(CRDI),2011,200222,0,599
3, 포터2 더블캡(CRDI),2011,210300,0,480
5, 코란도C CLASSY 4WD,2012,233270,1,470
6, 뉴SM3(신형) RE,2011,133776,1,390
3, 포터2 더블캡(CRDI),2012,175359,0,590
3, NF소나타 N20 BLACK PREMIUM,2007,140577,1,350
4, 스파크 LS,2011,75312,1,380
4, 크루즈 1.8LT,2013,178892,1,370
7, 라세티프리미어 디젤 CDX,2009,180412,1,390
4, 스파크 LS,2012,90338,1,380
2, 뉴스포티지 2WD TLX,2007,110010,1,320
6, 뉴SM5(신형) SE,2011,143304,1,390
3, 뉴포터 더블캡,2002,182573,1,350
6, 트위지 인텐스,2019,3405,1,399
7, 뉴 다마스 5인승 코치,2016,23454,0,590
5, 코란도C CHIC 2WD,2013,129638,0,470
4, 스파크 LS,2012,131718,1,310
3, YF소나타 LUXURY,2011,99397,1,530
4, 스파크 LS,2012,57758,1,400
6, 뉴SM5(신형) SE,2011,107941,1,399
5, 체어맨H 600S,2008,78625,1,319
2, 프라이드신형 4DR 1.6 CVVT,2011,64900,1,350
6, 뉴SM5플래티넘 LE,2013,157129,1,439
4, 크루즈 1.8LTZ,2012,94000,1,430
7, 뉴 다마스 2인승 판넬밴,2013,91643,0,330
3, 에쿠스(신형) VS380 럭셔리,2009,295798,1,590
3, 에쿠스 JS380,2007,187895,1,350
2, 뉴오피러스 GH270,2008,132383,1,390
3, 갤로퍼 9인,1994,330000,1,590
7, 뉴 다마스 2인승 판넬밴,2015,98885,0,390
3, 아반떼신형(HD) 1.6 S16,2008,183801,1,340
5, 체어맨H 500S,2009,112831,1,330
4, 올란도 LPGI LT,2012,186900,1,550
4, 캡티바 2.0 2WD LT,2012,192585,1,569
5, 액티언 4WD CLUB,2010,191208,1,390
3, 갤로퍼밴 엑시드,1995,147731,0,599
3, YF소나타 PREMIER,2010,245720,1,360
7, 뉴라보 롱카고 SUPER,2016,45430,0,599
2, 레이 디럭스,2014,138046,1,599
3, 그랜드스타렉스밴 3인,2013,346321,1,550
2, 포르테하이브리드 LPI HEV,2011,145060,1,330
3, NF소나타트랜스폼 N20 PREMIER BLACK,2009,66948,1,540
4, 올란도 LS,2013,205639,1,440
2, 봉고3트럭 바가지차,2005,240532,0,449
2, K5 2.0 LPI,2012,210104,1,579
4, 스파크 LS,2015,94791,1,470
2, 뉴카렌스 LPI 비지니스,2007,188625,1,370
3, 소나타더브릴리언트 CVVL 스타일,2013,181000,1,419
3, YF소나타 LPI,2010,244202,1,380
3, 아반떼MD M16GDI PREMIER,2011,163656,1,560
2, 로체이노베이션 LX20 LPI,2008,118929,1,350
2, 포르테쿱GDI 1.6 프레스티지,2011,165740,1,450
4, 스파크 LT,2014,57586,1,450
2, 봉고3트럭 내장탑,2012,308880,0,499
3, 벨로스터 익스트림,2012,133728,1,590
2, K5 2.0 LPI,2013,242377,1,440
2, 그랜드카니발 프레지던트,2009,141304,1,590
2, 뉴오피러스 GH330,2007,150037,1,310
2, 올뉴모닝 럭셔리,2014,119683,1,580
4, 크루즈 2.0LT,2013,104680,1,520
6, 뉴SM5플래티넘 LPLI RE,2013,208970,1,399
3, 베라쿠르즈 2WD 300X,2008,251047,1,500
3, YF소나타 PREMIER,2011,132636,1,580
2, 올뉴모닝 디럭스,2011,96885,1,440
5, 슈퍼렉스턴 RX6 4WD,2008,278276,1,310
6, 뉴SM5플래티넘 SE PLUS,2013,157499,1,470
4, 크루즈 2.0LTZ,2013,154888,1,520
4, 스파크 LS,2014,74011,1,320
7, 뉴 다마스 5인승 코치,2014,116903,0,370
5, 코란도스포츠 CX5(2WD),2012,286083,0,450
4, 스파크 L,2013,40855,1,420
6, SM7 3.5 XE,2008,112649,1,350
2, 그랜드카니발 GLX,2007,139240,1,420
6, SM5뉴임프레션 LE,2010,110641,1,330
2, 프라이드신형 4DR 1.6 CVVT,2010,34654,1,510
4, 더 넥스트 스파크 1.0 가솔린 승용밴,2018,61035,1,530
3, 싼타페CM 2WD(2.2VGT) MLX,2006,181749,1,370
7, 뉴라보 롱카고 DLX,2013,92033,0,399
2, 올뉴모닝(JA) 밴,2017,58974,1,520
6, 뉴SM5플래티넘 1.6 TCE,2014,139843,1,550
3, 투싼 CRDi 2WD,2004,49854,1,360
5, 뉴카이런 2.0 LV5,2008,140064,1,380
3, 3 BH380 ROYAL,2010,189835,1,599
4, 아베오 L,2011,19076,1,570
2, 올뉴모닝 럭셔리,2012,95987,1,540
4, 크루즈 1.8LT,2011,108902,1,420
2, 뉴스포티지 2WD TLX,2009,90450,1,540
2, 뉴카렌스 LPI GLX,2008,125258,1,460
2, 뉴카렌스 LPI GX,2011,112324,1,590
4, 스파크 스파크 S,2013,41654,1,550
2, 올뉴모닝 트렌디,2014,106726,1,520
2, 프라이드신형 5DR 1.6 CVVT,2008,81289,0,330
3, 포터2 더블캡(CRDI),2008,91094,0,599
2, 봉고3트럭 1톤,2010,233810,0,450
2, 카니발R 그랜드 GX,2011,227938,1,550
6, 뉴SM3(신형) SE,2012,110587,1,390
2, 더뉴K7 3.0 GDI 프레스티지,2014,290394,1,590
3, 포터2 더블캡(CRDI),2011,187578,0,599
6, 뉴SM3(신형) PE,2011,95001,1,360
3, 아반떼 하이브리드 HDELIII,2009,169019,1,420
4, 스파크 LT,2013,73077,1,400
7, 뉴 다마스 2인승 판넬밴,2010,18556,0,390
3, 아반떼신형(HD) 1.6 S16,2009,112719,1,339
2, 뉴모닝 LPI SLX,2010,110062,1,390
4, 올란도 LT,2012,185842,1,470
3, 소나타더브릴리언트 LPI 스마트,2012,148581,1,580
6, 뉴SM3(신형) SE,2010,113349,1,390
3, 베라쿠르즈 2WD 300VX,2008,336947,1,440
3, 아반떼MD 1.6GDI 스마트,2012,148000,1,429
6, 뉴SM5(신형) LE,2010,59657,1,350
3, 포터2 더블캡(CRDI),2009,129553,0,599
2, 그랜드카니발 LPI,2008,298947,1,390
2, 프라이드신형 4DR 1.4 DOHC,2010,40585,1,370
2, 더뉴모닝 스마트,2016,59156,1,530
3, 3 BH330 LUXYRY,2009,236233,1,599
3, 아반떼MD 1.6GDI 스마트,2013,151142,1,429
4, 스파크 LPGI L,2014,86119,1,350
2, 뉴카렌스 LPI GLX,2011,163407,1,560
2, 올뉴모닝 럭셔리,2013,107770,1,470
3, 그랜저HG HG300 PRIME,2011,215403,1,499
2, 올뉴모닝 디럭스,2013,76200,1,560
2, 그랜드카니발 LIMITED,2005,313276,1,420
6, QM3 LE,2016,217901,1,570
5, 뉴코란도밴 밴 TX5,2005,132322,1,330
4, 올란도 LTZ,2012,193257,1,490
4, 크루즈 1.8LTZ,2012,143626,1,399
2, 뉴스포티지 2WD TLX,2009,178100,1,429
2, 올뉴모닝 럭셔리,2012,96888,1,530
3, 뉴 i30 1.6 VGT PYL,2013,177078,1,590
2, 뉴모닝 LX,2010,49424,1,350
4, 아베오 1.4 터보 L STAR,2014,134491,1,470
3, 에쿠스 JS380 PREMIER,2006,155942,1,380
2, 포르테 1.6 VGT,2009,164996,1,380
3, 포터2 더블캡(CRDI),2010,199859,0,499
2, 카니발R 어린이보호차,2011,122051,1,560
2, 올뉴모닝 럭셔리,2011,151144,1,450
3, 더럭셔리그랜저 Q240,2010,106695,1,499
4, 크루즈 1.8LT,2013,95516,1,520
3, 더럭셔리그랜저 Q270 DELUXE,2008,176094,1,380
6, 뉴SM5(신형) PE,2012,181641,1,320
6, 뉴SM3(신형) PE,2010,93058,1,360
6, 뉴SM3(신형) LE,2009,57483,1,470
4, 아베오 1.4 터보 LS 고급형,2015,100110,0,445
2, 올뉴모닝 디럭스,2011,113795,1,450
3, 소나타더브릴리언트 CVVL 스타일,2013,171000,1,429
2, K5 2.0 LPI,2010,195790,1,550
3, YF소나타 LPI,2010,176736,1,450
3, 아반떼신형(HD) 1.6 S16,2009,161024,1,430
3, 3쿠페 200,2009,216693,1,399
2, 올뉴모닝 럭셔리,2011,133241,1,430
4, 크루즈 2.0LTZ,2013,128337,1,470
5, 체어맨H 뉴클래식 500S,2011,101956,1,450
5, 액티언스포츠 4WD AX7,2008,210356,1,390
3, 포터2 냉동탑,2010,195956,0,490
5, 뉴코란도밴 밴 602EL CT,2001,146978,1,340
6, 뉴SM5(신형) LE,2010,182127,1,310
2, 카니발R 그랜드 GLX,2013,239607,1,580
3, YF소나타 LPI,2010,154637,1,530
3, 3 BH330 GRAND,2009,148572,1,570
4, 크루즈 2.0LTZ,2011,117034,1,470
4, 더 넥스트 스파크 1.0 가솔린 승용밴 베이직,2018,91311,1,560
3, 3쿠페 200,2008,138828,1,590
7, 알페온 EL300,2010,134153,1,549
2, 카니발R 그랜드 GX,2010,256657,1,400
7, 윈스톰 7인 4WD,2008,244858,1,340
3, YF소나타 ROYAL,2010,175996,1,470
4, 크루즈 1.8LT,2013,112055,1,439
7, 알페온 EL240,2011,181820,1,420
2, 올뉴모닝 스마트,2013,99353,1,420
2, 뉴카렌스 LPI GLX,2012,233007,1,450
6, 뉴SM5(신형) XE,2011,151314,1,450
3, 포터2 내장탑,2011,160754,0,550
3, 싼타페CM 2WD(2.0VGT) MLX,2008,143954,1,570
6, 뉴SM3(신형) XE,2013,78000,1,550
3, 아반떼신형(HD) 1.6 E16,2008,116419,1,350
2, 올뉴모닝 럭셔리,2013,136964,1,440
3, 포터2 카고(CRDI),2008,198133,0,550
3, 포터2 더블캡(CRDI),2009,122502,0,570
3, 엑센트신형 1.6VGT 프리미어,2011,144069,1,590
2, 뉴카렌스 LPI GX,2009,187283,0,330
2, 뉴오피러스 GH270,2007,92699,1,420
2, 더뉴모닝 밴,2016,83571,1,560
4, 스파크 LS,2015,87786,1,470
4, 스파크 LT,2013,141162,1,380
7, 마티즈크리에이티브 JAZZ,2009,94621,1,320
2, 올뉴프라이드 5DR 1.4MPI 스마트,2012,91478,1,500
7, 윈스톰맥스 DLX,2009,158954,1,540
6, 뉴SM5플래티넘 디젤D,2014,114477,1,599
2, 카니발R 그랜드 GLX,2012,246597,1,540
3, 그랜저TG뉴럭셔리 Q270,2009,94622,1,390
3, 투싼 VGT 2WD,2007,154945,1,330
7, 뉴라보 보냉탑차 롱카고,2012,121316,0,430
3, 소나타더브릴리언트 CVVL 스마트,2013,190929,1,490
3, 스타렉스 12인(CRDI),2005,118733,1,395
4, 스파크 L,2013,81259,1,399
6, SM7뉴아트 2.3 LE,2008,120153,1,380
2, 올뉴모닝 바이퓨얼 스마트,2014,192300,1,390
2, 그랜드카니발 LPI,2008,154299,1,590
5, 체어맨W CW700,2008,147038,1,399
3, 엑센트신형 위트 1.6VGT 프리미어,2012,154343,1,550
7, 아카디아 SUPER ROYALE,1999,186886,1,390
5, 액티언스포츠 2WD AX5,2008,247866,1,320
3, 아반떼 하이브리드 HDELI,2010,168108,1,380
4, 올란도 LTZ,2012,193151,1,560
2, 올뉴모닝 디럭스,2011,196251,1,320
3, 소나타3 1.8,1998,160000,1,350
4, 크루즈 1.8LTZ,2014,116400,1,550
2, 포르테쿱GDI 1.6 럭셔리,2012,150000,1,390
2, 봉고3트럭 더블캡,2011,287973,0,450
3, 포터2 더블캡(CRDI),2008,193757,1,590
4, 아베오 L,2012,91004,1,380
4, 스파크 LPGI LT,2011,110185,1,349
3, 싼타페CM 2WD(2.0VGT) 스타일팩,2008,193314,1,445
3, NF소나타트랜스폼 N20 LPG,2008,179224,1,349
6, 뉴SM3(신형) SE,2014,86160,1,590
5, 체어맨W CW600,2010,132330,1,570
3, 3쿠페 200,2011,104954,1,599
3, 싼타페CM 2WD(2.0VGT) MLX,2008,103480,1,570
2, 뉴스포티지 2WD TLX,2009,204374,1,380
2, 올뉴모닝 스마트,2014,30743,1,499
3, NF소나타트랜스폼 N20 LPG,2008,149945,1,310
2, K5 2.0 LPI,2012,124586,1,550
5, 슈퍼렉스턴 RX4 2WD,2011,189745,1,445
3, 소나타더브릴리언트 CVVL 스타일,2013,193000,1,419
2, 봉고3트럭 냉동탑,2013,280475,0,570
6, QM5 가솔린 2WD SE,2010,129975,1,590
3, 소나타더브릴리언트 CVVL 스타일,2013,176000,1,429
5, 렉스턴2 RX5 4WD,2008,134824,1,380
3, NF소나타 N20 LUXURY,2005,78414,1,350
3, YF소나타 LPI,2009,172389,1,530
4, 스파크 L,2014,70102,1,450
3, 아반떼MD M16GDI LUXURY,2011,148000,1,540
6, 트위지 EV,2018,50,1,450
2, 올뉴모닝(JA) 밴,2017,29417,1,599
3, 그랜저TG뉴럭셔리 Q270,2009,136400,1,399
6, 뉴SM3(신형) SE,2011,30000,1,490
2, 로체이노베이션 LEX20,2009,100912,1,450
6, 뉴SM3(신형) SE,2012,51064,1,550
3, YF소나타 PREMIER,2012,209214,1,399
6, 뉴SM5(신형) RE,2010,150129,1,450
3, YF소나타 LPI,2010,273803,1,360
6, QM5네오 2WD SE,2014,201642,1,550
7, 아카디아 SUPER ROYALE,1999,171000,1,390
6, 뉴SM5(신형) 장애우용,2010,130000,1,420
2, 더프레스티지K7 3.0 LPI,2011,300774,1,500
3, 아반떼MD M16 LPI,2012,175107,1,399
7, 알페온 EL300,2011,152103,1,499
3, YF소나타 LPI,2010,203378,1,420
2, K7 VG270 프레스티지,2011,235347,1,500
2, 올뉴모닝 디럭스,2011,94694,1,480
3, 그랜저TG뉴럭셔리 Q270,2009,160196,1,400
2, 로체이노베이션 LEX20,2010,104887,1,350
2, 오피러스프리미엄 GH330,2009,187037,1,390
7, 라세티프리미어 ID CDX,2009,91219,1,370
2, 뉴쏘렌토 4WD CRDI 최고급형,2007,247543,1,380
4, 스파크 LS,2015,97944,1,490
3, 그랜저HG LPG HG300 프라임,2011,298949,1,570
4, 스파크 LS,2013,144225,1,399
7, 알페온 EL300,2011,250000,1,440
3, 에쿠스 JS380 LUXURY,2007,152888,1,345
2, 포르테쿱GDI 1.6 럭셔리,2011,106456,1,550
2, 뉴카니발 리무진,2009,275137,1,400
2, 올뉴프라이드 4DR 1.4MPI 디럭스,2014,87640,1,599
3, YF소나타 LPI,2011,184562,1,450
3, 포터2 카고(CRDI),2009,142126,0,570
2, 로체이노베이션 LX20 LPI,2010,111133,1,450
3, NF소나타트랜스폼 N20 SMART BLACK,2009,150667,1,390
6, 올뉴SM7 2.5 SE,2012,300120,1,350
2, 뉴스포티지 2WD TLX,2009,88803,1,560
2, 봉고3트럭 1톤,2008,262829,0,399
3, 엑센트신형 위트 1.6VGT 프리미어,2012,188526,0,520
3, YF소나타 LPI,2012,189720,1,499
3, 아반떼신형(HD) 1.6 S16,2009,58409,0,415
6, 뉴SM5(신형) XE,2010,98626,1,430
3, 그랜저HG LPG HG300 택시형,2012,365044,1,499
4, 아베오 LS,2011,92759,1,330
7, 뉴 다마스 2인승 판넬밴,2016,68440,0,460
7, 라세티프리미어 SX,2010,117057,1,390
4, 말리부 LT,2013,143672,1,550
7, 뉴라보 롱카고 DLX,2014,44000,0,520
4, 크루즈 1.8LTZ,2011,140000,1,350
6, SM5뉴임프레션 LE,2008,109658,1,320
3, 그랜드스타렉스밴 5인,2010,362157,1,480
6, QM5 가솔린 2WD LE,2008,157653,1,460
6, 뉴SM5(신형) PE,2010,139683,1,400
2, 올뉴모닝 럭셔리,2012,96214,1,525
4, 스파크 LS,2013,15255,1,520
6, 뉴SM3(신형) LE,2010,126567,1,330
4, 크루즈 1.8LTZ,2012,128712,1,399
3, 3 BH330 LUXYRY,2008,162306,1,570
2, K5 2.0 LPI,2011,138548,1,550
4, 더 넥스트 스파크 1.0 가솔린 LTZ,2015,80756,1,560
4, 올란도 LPGI LT,2011,191497,1,550
2, 봉고3트럭 1톤,2009,130712,1,550
6, 뉴SM5(신형) RE,2010,82135,1,580
2, 포르테쿱GDI 1.6 럭셔리,2012,90819,1,450
2, 오피러스프리미엄 GH270,2010,172900,1,399
2, 로체이노베이션 LEX20,2009,72052,1,480
3, 아반떼신형(HD) 1.6 S16,2010,74374,1,515
3, 포터2 스넥카,2009,176739,0,570
3, NF소나타트랜스폼 N20 PREMIER BLACK,2009,124096,1,410
3, 더 뉴 아반떼 1.6 LPI 스타일,2013,173888,1,550
4, 크루즈 1.8LTZ,2013,196064,1,360
2, K7 VG270 LPI,2010,219908,1,590
2, 카니발R 그랜드 GLX,2012,279076,1,480
2, 레이 프레스티지,2012,160000,1,590
3, 아반떼MD M16GDI LUXURY,2012,131071,1,590
3, 아반떼MD M16GDI LUXURY,2011,122353,1,550
7, 알페온 EL240,2011,128830,1,590
3, 3 BH330 LUXYRY,2010,248917,1,390
6, 올뉴SM7 2.5 SE,2012,192755,1,390
2, K7 VG270 LPI,2011,173508,1,570
6, 뉴SM3 1.6 SE,2014,113930,1,450
4, 크루즈 1.8LT,2015,136620,1,530
4, 말리부 LS,2012,117427,1,580
4, 크루즈 2.0LTZ,2014,124597,1,530
3, 더 뉴 아반떼 1.6 LPI 스타일,2015,202000,1,499
3, 그랜저HG LPG HG300 프라임,2012,397351,1,469
3, 그랜드스타렉스밴 5인(LPI),2010,341419,0,390
6, SM7뉴아트 2.3 SE,2008,132122,1,360
4, 올란도 LPGI LS,2013,270953,1,450
2, 올뉴모닝 디럭스,2013,102393,1,490
7, 알페온 CL300,2010,148305,1,570
3, 더 뉴 아반떼 1.6 VGT 스마트,2014,170000,1,579
4, 말리부 LT,2011,184579,1,479
3, YF소나타 SPORTS,2010,217268,1,420
6, SM7뉴아트 2.3 SE,2009,107555,1,320
4, 스파크 LS,2014,78281,1,399
2, 올뉴모닝 디럭스,2012,61947,1,490
2, 봉고3트럭 1톤,2011,176413,0,390
6, 뉴SM3(신형) SE,2014,96283,1,490
3, YF소나타 LUXURY,2012,174021,1,450
4, 스파크 LS,2012,52261,1,450
2, 레이 바이퓨얼 디럭스,2012,210533,1,570
2, 카니발R 그랜드 GLX,2013,223347,1,490
2, 카니발R 그랜드 GLX,2014,232036,1,549
6, SM5뉴임프레션 LPLI LE 익스클루시브,2009,172853,1,330
2, 봉고3트럭 스넥카,2007,22244,0,550
3, 아반떼MD M16GDI LUXURY,2010,109119,1,570
5, 액티언 2WD CX7,2009,147263,1,330
6, 뉴SM5(신형) SE,2012,43631,1,470
2, 카니발R 그랜드 GX,2010,270000,1,350
2, 봉고3트럭 냉동탑,2009,169000,0,399
5, 뉴로디우스 11인 RD400,2010,118316,1,439
2, 올뉴카렌스 1.7 VGT 디럭스,2013,154004,1,550
3, 포터2 카고(CRDI),2010,220058,0,390
3, 싼타페CM 2WD(2.0VGT) MLX,2007,148925,1,399
2, 올뉴모닝 럭셔리,2014,113986,1,539
3, 그랜저TG Q270 LUXURY,2007,95345,1,350
2, 포르테쿱 1.6,2010,112431,1,420
4, 스파크 LT,2012,88219,1,520
6, 뉴SM5(신형) PE,2010,166424,1,330
2, 더뉴모닝 럭셔리,2015,35214,1,590
3, YF소나타 GRAND,2010,56530,1,530
4, 올란도 LTZ,2012,169308,1,530
2, 봉고3트럭 활어차,2010,108000,0,530
3, 벨로스터 익스트림,2013,173706,1,520
7, 뉴라보 내장탑차 롱카고,2015,29360,0,450
7, 마티즈크리에이티브 JAZZ,2011,35220,1,398
3, 아반떼MD M16GDI LUXURY,2011,162181,1,560
2, 뉴카렌스 LPI GLX,2007,171862,1,380
